/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/A Classic Education - NightOwl_150.00_158.00.wav,Split,Start,End,Duration,Words,Lyric,chunk_path,has_lyrics
Jay Menon - Through My Eyes,Train,192,198,6,4,how lost i am,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_192.00_198.00.wav,True
Jay Menon - Through My Eyes,Train,201,209,8,8,you'd understand if you could only see yourself,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_201.00_209.00.wav,True
Jay Menon - Through My Eyes,Train,209,218,9,3,through my eyes,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_209.00_218.00.wav,True
Jay Menon - Through My Eyes,Train,218,225,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_218.00_225.00.wav,False
Jay Menon - Through My Eyes,Train,225,231,6,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_225.00_231.00.wav,False
Jay Menon - Through My Eyes,Train,231,239,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_231.00_239.00.wav,False
Jay Menon - Through My Eyes,Train,239,246,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Jay Menon - Through My Eyes_239.00_246.00.wav,False
Johnny Lokke - Promises & Lies,Train,0,10,10,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_0.00_10.00.wav,False
Johnny Lokke - Promises & Lies,Train,23,30,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_23.00_30.00.wav,False
Johnny Lokke - Promises & Lies,Train,30,38,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_30.00_38.00.wav,False
Johnny Lokke - Promises & Lies,Train,38,45,7,7,we all love nature bless my man,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_38.00_45.00.wav,True
Johnny Lokke - Promises & Lies,Train,45,51,6,5,darkness laughing taking warning term,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_45.00_51.00.wav,True
Johnny Lokke - Promises & Lies,Train,51,57,6,8,this is the hour the hour of dreams,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_51.00_57.00.wav,True
Johnny Lokke - Promises & Lies,Train,57,63,6,11,don't look into these eyes if you want to stay free,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_57.00_63.00.wav,True
Johnny Lokke - Promises & Lies,Train,63,69,6,7,stepping out the shadows give no home,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_63.00_69.00.wav,True
Johnny Lokke - Promises & Lies,Train,69,75,6,6,can't pretend i'm not all alone,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_69.00_75.00.wav,True
Johnny Lokke - Promises & Lies,Train,75,81,6,6,don't need long this i know,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_75.00_81.00.wav,True
Johnny Lokke - Promises & Lies,Train,81,86,5,5,it's all promises and lies,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_81.00_86.00.wav,True
Johnny Lokke - Promises & Lies,Train,86,93,7,11,a silent craft blizzard night it's too late to turn away,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_86.00_93.00.wav,True
Johnny Lokke - Promises & Lies,Train,93,99,6,9,who's the master the line has crossed the day,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_93.00_99.00.wav,True
Johnny Lokke - Promises & Lies,Train,99,105,6,7,all eyes are open bam bam blood,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_99.00_105.00.wav,True
Johnny Lokke - Promises & Lies,Train,105,111,6,8,the air will turn the sky will burn,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_105.00_111.00.wav,True
Johnny Lokke - Promises & Lies,Train,111,117,6,7,stepping out the shadows give no home,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_111.00_117.00.wav,True
Johnny Lokke - Promises & Lies,Train,117,123,6,6,can't pretend i'm not all alone,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_117.00_123.00.wav,True
Johnny Lokke - Promises & Lies,Train,123,129,6,6,don't need long this i know,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_123.00_129.00.wav,True
Johnny Lokke - Promises & Lies,Train,129,135,6,5,it's all promises and lies,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_129.00_135.00.wav,True
Johnny Lokke - Promises & Lies,Train,135,141,6,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_135.00_141.00.wav,False
Johnny Lokke - Promises & Lies,Train,141,149,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_141.00_149.00.wav,False
Johnny Lokke - Promises & Lies,Train,149,155,6,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_149.00_155.00.wav,False
Johnny Lokke - Promises & Lies,Train,155,163,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_155.00_163.00.wav,False
Johnny Lokke - Promises & Lies,Train,163,170,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_163.00_170.00.wav,False
Johnny Lokke - Promises & Lies,Train,170,175,5,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_170.00_175.00.wav,False
Johnny Lokke - Promises & Lies,Train,175,182,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_175.00_182.00.wav,False
Johnny Lokke - Promises & Lies,Train,182,189,7,9,i can think of something we can do tonight,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_182.00_189.00.wav,True
Johnny Lokke - Promises & Lies,Train,189,195,6,10,come down little bottom we shoot out all the lights,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_189.00_195.00.wav,True
Johnny Lokke - Promises & Lies,Train,194,201,7,11,i will be your brother i will be your friend you,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_194.00_201.00.wav,True
Johnny Lokke - Promises & Lies,Train,200,207,7,11,you can call me a mother just don't say it again,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_200.00_207.00.wav,True
Johnny Lokke - Promises & Lies,Train,207,213,6,7,stepping out the shadows give no home,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_207.00_213.00.wav,True
Johnny Lokke - Promises & Lies,Train,213,219,6,6,can't pretend i'm not all alone,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_213.00_219.00.wav,True
Johnny Lokke - Promises & Lies,Train,219,225,6,6,don't be loud this i know,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_219.00_225.00.wav,True
Johnny Lokke - Promises & Lies,Train,225,231,6,5,it's all promises and lies,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_225.00_231.00.wav,True
Johnny Lokke - Promises & Lies,Train,231,236,5,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_231.00_236.00.wav,False
Johnny Lokke - Promises & Lies,Train,236,243,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_236.00_243.00.wav,False
Johnny Lokke - Promises & Lies,Train,243,249,6,2,promises promises,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_243.00_249.00.wav,True
Johnny Lokke - Promises & Lies,Train,249,255,6,3,promises and lies,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_249.00_255.00.wav,True
Johnny Lokke - Promises & Lies,Train,255,262,7,3,promises promises promise,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_255.00_262.00.wav,True
Johnny Lokke - Promises & Lies,Train,261,267,6,3,promises and lies,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_261.00_267.00.wav,True
Johnny Lokke - Promises & Lies,Train,267,273,6,2,promises promises,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_267.00_273.00.wav,True
Johnny Lokke - Promises & Lies,Train,273,282,9,3,promises and lies,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Promises & Lies_273.00_282.00.wav,True
Johnny Lokke - Whisper To A Scream,Train,0,8,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Whisper To A Scream_0.00_8.00.wav,False
Johnny Lokke - Whisper To A Scream,Train,8,14,6,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Whisper To A Scream_8.00_14.00.wav,False
Johnny Lokke - Whisper To A Scream,Train,14,20,6,9,searching the world from its start to its end,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Whisper To A Scream_14.00_20.00.wav,True
Johnny Lokke - Whisper To A Scream,Train,20,27,7,7,looking for where my sick life begun,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Whisper To A Scream_20.00_27.00.wav,True
Johnny Lokke - Whisper To A Scream,Train,27,34,7,6,slicing through shadows driven by pain,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Whisper To A Scream_27.00_34.00.wav,True
Johnny Lokke - Whisper To A Scream,Train,34,41,7,10,kicking the back roads and drowning in this bloody rain,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Whisper To A Scream_34.00_41.00.wav,True
Johnny Lokke - Whisper To A Scream,Train,41,47,6,12,never awake from this stide falling dream that always takes a whisper,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Whisper To A Scream_41.00_47.00.wav,True
Johnny Lokke - Whisper To A Scream,Train,47,53,6,3,to a scream,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Whisper To A Scream_47.00_53.00.wav,True
Johnny Lokke - Whisper To A Scream,Train,53,60,7,9,so much emotion that i can't hold it back,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Whisper To A Scream_53.00_60.00.wav,True
Johnny Lokke - Whisper To A Scream,Train,60,67,7,10,you take the high road i'll take top muddy path,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Whisper To A Scream_60.00_67.00.wav,True
Johnny Lokke - Whisper To A Scream,Train,67,73,6,9,some like it hard and some like it fast,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Whisper To A Scream_67.00_73.00.wav,True
Johnny Lokke - Whisper To A Scream,Train,73,80,7,9,i like it heavy and want it to last,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Whisper To A Scream_73.00_80.00.wav,True
Johnny Lokke - Whisper To A Scream,Train,80,87,7,15,look in my eyes it's not what it seems trust me i'll turn your whisper,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Whisper To A Scream_80.00_87.00.wav,True
Johnny Lokke - Whisper To A Scream,Train,87,93,6,3,to a scream,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Whisper To A Scream_87.00_93.00.wav,True
Johnny Lokke - Whisper To A Scream,Train,93,103,10,12,ah ah ah ah ah don't turn around just keep moving faster,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Whisper To A Scream_93.00_103.00.wav,True
Johnny Lokke - Whisper To A Scream,Train,103,110,7,9,ah barry a deam you know what i matter,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Whisper To A Scream_103.00_110.00.wav,True
Johnny Lokke - Whisper To A Scream,Train,110,117,7,7,almost there why did you listen ah,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Whisper To A Scream_110.00_117.00.wav,True
Johnny Lokke - Whisper To A Scream,Train,117,125,8,8,now you know just what you've been missin',/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Whisper To A Scream_117.00_125.00.wav,True
Johnny Lokke - Whisper To A Scream,Train,125,132,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Whisper To A Scream_125.00_132.00.wav,False
Johnny Lokke - Whisper To A Scream,Train,132,140,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Whisper To A Scream_132.00_140.00.wav,False
Johnny Lokke - Whisper To A Scream,Train,140,146,6,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Whisper To A Scream_140.00_146.00.wav,False
Johnny Lokke - Whisper To A Scream,Train,146,157,11,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Whisper To A Scream_146.00_157.00.wav,False
Johnny Lokke - Whisper To A Scream,Train,157,165,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Whisper To A Scream_157.00_165.00.wav,False
Johnny Lokke - Whisper To A Scream,Train,165,172,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Whisper To A Scream_165.00_172.00.wav,False
Johnny Lokke - Whisper To A Scream,Train,172,179,7,8,it's over it's done i bid mum farewell,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Whisper To A Scream_172.00_179.00.wav,True
Johnny Lokke - Whisper To A Scream,Train,179,187,8,8,reach for the heaven but dragged into hell,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Whisper To A Scream_179.00_187.00.wav,True
Johnny Lokke - Whisper To A Scream,Train,186,193,7,9,life is too short for what you've been givin',/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Whisper To A Scream_186.00_193.00.wav,True
Johnny Lokke - Whisper To A Scream,Train,193,200,7,9,foot to the floor you know we're all driven,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Whisper To A Scream_193.00_200.00.wav,True
Johnny Lokke - Whisper To A Scream,Train,199,206,7,16,let it all go when burn up the steam make your own mog like a whisper,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Whisper To A Scream_199.00_206.00.wav,True
Johnny Lokke - Whisper To A Scream,Train,206,211,5,3,to a scream,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Johnny Lokke - Whisper To A Scream_206.00_211.00.wav,True
