Song,Start,End,Duration,Lyric,Lyric_clean,Prediction,Prediction_clean,WER,CER,Words
Music Delta - Britpop,5.0,10.0,5.0,berried on a feelings hiding and revealing what,berried on a feelings hiding and revealing what," Buried on a feelings, hiding and revealing. What a-",buried on a feelings hiding and revealing what a,0.25,0.0851063829787234,8
Music Delta - Britpop,10.0,14.0,4.0,would any figure my hearts gotten bigger,would any figure my hearts gotten bigger," And if they're you, my heart's gotten bigger.",and if theyre you my hearts gotten bigger,0.5714285714285714,0.375,7
Music Delta - Britpop,14.0,18.0,4.0,it can be a challenge carving out the balance,it can be a challenge carving out the balance, It can be a challenge carving out the balance.,it can be a challenge carving out the balance,0.0,0.0,9
Music Delta - Britpop,18.0,23.0,5.0,look at me you can see,look at me you can see," Look at me, you can see.",look at me you can see,0.0,0.0,6
Music Delta - Britpop,23.0,32.0,9.0,what i need its not there i know why i must try,what i need its not there i know why i must try," What I need, it's not there. I know why, I must try.",what i need its not there i know why i must try,0.0,0.0,12
Music Delta - Britpop,32.0,36.0,4.0,do or die its my time,do or die its my time," To or die, it's my time.",to or die its my time,0.16666666666666666,0.047619047619047616,6
Music Delta - Country1,0.0,5.0,5.0,it was another lonely night spent,it was another lonely night spent," It was another lonely night, spent",it was another lonely night spent,0.0,0.0,6
Music Delta - Country1,4.0,14.0,10.0,spent following the moons guardian light looking for something or someone to occupy my time,spent following the moons guardian light looking for something or someone to occupy my time, Spent following the moon's guiding light Looking for something or someone to occupy my time,spent following the moons guiding light looking for something or someone to occupy my time,0.06666666666666667,0.04395604395604396,15
Music Delta - Country1,14.0,18.0,4.0,,, you,you,1.0,3.0,1
Music Delta - Country1,18.0,22.0,4.0,and though you didnt want to believe,and though you didnt want to believe, And though you didn't want to believe,and though you didnt want to believe,0.0,0.0,7
Music Delta - Country1,22.0,31.0,9.0,i swore it someday id convince you to leave guess im a man of my word despite what you might have heard about me,i swore it someday id convince you to leave guess im a man of my word despite what you might have heard about me," I swore that someday I'd convince you to leave Guess I'm a man of my word, despite what you might have heard about me",i swore that someday id convince you to leave guess im a man of my word despite what you might have heard about me,0.041666666666666664,0.026785714285714284,24
Music Delta - Country2,0.0,8.0,8.0,when i wake up in the morning each day i give thanks to a certain man above and say,when i wake up in the morning each day i give thanks to a certain man above and say," When I wake up in the morning each day, I give thanks to a certain man above and say.",when i wake up in the morning each day i give thanks to a certain man above and say,0.0,0.0,19
Music Delta - Country2,8.0,17.0,9.0,i love you and worship our splendor so thanks for for being me friend,i love you and worship our splendor so thanks for for being me friend," I love you and worship your splendor! So thanks, Lord, for being my friend!",i love you and worship your splendor so thanks lord for being my friend,0.21428571428571427,0.057971014492753624,14
Music Delta - Disco,3.0,12.0,9.0,oh yeah i wanna get a baby oh yeah oh yeah i wanna be a girl,oh yeah i wanna get a baby oh yeah oh yeah i wanna be a girl," Oh yeah, I wanna get a baby inside, oh yeah, oh yeah, I wanna be a girl, be c-",oh yeah i wanna get a baby inside oh yeah oh yeah i wanna be a girl be c,0.1875,0.2,16
Music Delta - Disco,12.0,19.0,7.0,cause i wanna have it inside and create a life oh yeah oh yeah,cause i wanna have it inside and create a life oh yeah oh yeah," She doesn't wanna have it inside And create life, oh yeah, oh yeah",she doesnt wanna have it inside and create life oh yeah oh yeah,0.21428571428571427,0.1774193548387097,14
Music Delta - Disco,19.0,23.0,4.0,inside of me all the time,inside of me all the time, Inside of me all the time,inside of me all the time,0.0,0.0,6
Music Delta - Disco,32.0,40.0,8.0,come on come on come on baby so you can feed them oh yeah,come on come on come on baby so you can feed them oh yeah," Come on, come on, come on, baby, oh yeah. So you can feel them, oh yeah.",come on come on come on baby oh yeah so you can feel them oh yeah,0.21428571428571427,0.15789473684210525,14
Music Delta - Disco,62.0,66.0,4.0,oh yeah baby inside on me yeah,oh yeah baby inside on me yeah, sexy,sexy,1.0,0.9,7
Music Delta - Disco,75.0,80.0,5.0,i can feel it now i can feel it now oh yeah,i can feel it now i can feel it now oh yeah," I can feel it now, I can feel it now, oh yeah.",i can feel it now i can feel it now oh yeah,0.0,0.0,12
Music Delta - Disco,95.0,99.0,4.0,so on and on oh yeah,so on and on oh yeah," So on and on, oh yeah!",so on and on oh yeah,0.0,0.0,6
Music Delta - Gospel,0.0,8.0,8.0,jesus save my soul oh lord oh jesus save my soul oh lord,jesus save my soul oh lord oh jesus save my soul oh lord," Oh Jesus, save my soul, oh Lord. Oh Jesus, save my soul, oh Lord.",oh jesus save my soul oh lord oh jesus save my soul oh lord,0.07692307692307693,0.05357142857142857,13
Music Delta - Gospel,9.0,20.0,11.0,i was in the devils grasp but he has brought be back now theres a fire,i was in the devils grasp but he has brought be back now theres a fire," I was in the devil's grasp, but he has brought me back. Now there's a fire.",i was in the devils grasp but he has brought me back now theres a fire,0.0625,0.014285714285714285,16
Music Delta - Gospel,20.0,30.0,10.0,in my soul so will never be apart oh jesus save my soul oh lord,in my soul so will never be apart oh jesus save my soul oh lord," in my soul, so will never be a part. Oh, Jesus, save my soul, oh, Lord.",in my soul so will never be a part oh jesus save my soul oh lord,0.13333333333333333,0.015873015873015872,15
Music Delta - Gospel,30.0,39.0,9.0,oh jesus save my soul oh lord oh he died for me,oh jesus save my soul oh lord oh he died for me," Oh Jesus, save my soul, oh Lord, oh He, Dad for me.",oh jesus save my soul oh lord oh he dad for me,0.08333333333333333,0.0425531914893617,12
Music Delta - Gospel,39.0,48.0,9.0,and now ill live eternally because jesus saved my soul oh lord and,and now ill live eternally because jesus saved my soul oh lord and," And now I live totally because Jesus saved my soul, Lord. And now I live totally because Jesus saved my soul, Lord.",and now i live totally because jesus saved my soul lord and now i live totally because jesus saved my soul lord,1.0,0.8939393939393939,13
Music Delta - Gospel,47.0,52.0,5.0,lord and now well walk in the streets pay with gold,lord and now well walk in the streets pay with gold," And now we'll walk in the streets, pay with gold",and now well walk in the streets pay with gold,0.09090909090909091,0.09803921568627451,11
Music Delta - Gospel,52.0,58.0,6.0,oh glory glory hallelujah oh glory,oh glory glory hallelujah oh glory," Oh, glory, glory hallelujah, oh, glory.",oh glory glory hallelujah oh glory,0.0,0.0,6
Music Delta - Gospel,58.0,65.0,7.0,glory hallelujah oh glory glory hallelujah,glory hallelujah oh glory glory hallelujah," Glory, Hallelujah! Oh, glory, glory, Hallelujah!",glory hallelujah oh glory glory hallelujah,0.0,0.0,6
Music Delta - Gospel,65.0,71.0,6.0,oh glory glory hallelujah,oh glory glory hallelujah," Oh, glory, glory, hallelujah.",oh glory glory hallelujah,0.0,0.0,4
Music Delta - Hendrix,0.0,4.0,4.0,he likes mountain biking,he likes mountain biking, He lies mountain biking,he lies mountain biking,0.25,0.041666666666666664,4
Music Delta - Hendrix,4.0,8.0,4.0,he gets alive for the style,he gets alive for the style, He gets on life and the spy!,he gets on life and the spy,0.6666666666666666,0.37037037037037035,6
Music Delta - Hendrix,8.0,12.0,4.0,he likes it when hes bigger,he likes it when hes bigger, He likes it when he's bigger!,he likes it when hes bigger,0.0,0.0,6
Music Delta - Hendrix,12.0,18.0,6.0,oh hes just a stupid kind of guy,oh hes just a stupid kind of guy," Oh, he's just a stupid kind of guy",oh hes just a stupid kind of guy,0.0,0.0,8
Music Delta - Punk,0.0,6.0,6.0,ya ya,ya ya, they want We are,they want we are,2.0,2.4,2
Music Delta - Punk,6.0,10.0,4.0,i wanna be a sunburned star and i,i wanna be a sunburned star and i, I wanna be a superstar! And I-,i wanna be a superstar and i,0.25,0.21212121212121213,8
Music Delta - Reggae,0.0,8.0,8.0,everybody sing this is the reggae dream,everybody sing this is the reggae dream, Everybody sing This is the reggae dream,everybody sing this is the reggae dream,0.0,0.0,7
Music Delta - Reggae,8.0,13.0,5.0,got no work until tomorrow,got no work until tomorrow, God no work until tomorrow,god no work until tomorrow,0.2,0.038461538461538464,5
Music Delta - Reggae,13.0,17.0,4.0,this is the reggae dream oh,this is the reggae dream oh, this is the regions oh,this is the regions oh,0.3333333333333333,0.3333333333333333,6
Music Delta - Rock,0.0,8.0,8.0,i dont wanna go cause if you really gotta know you are the best girl that ive ever had i wont leave you all alone,i dont wanna go cause if you really gotta know you are the best girl that ive ever had i wont leave you all alone," I don't wanna go, cause if you really got no You are the best girl that I've ever had I wanna leave you all alone",i dont wanna go cause if you really got no you are the best girl that ive ever had i wanna leave you all alone,0.12,0.061946902654867256,25
Music Delta - Rock,8.0,12.0,4.0,oh no oh no dont go dont go dont go,oh no oh no dont go dont go dont go," Oh no, oh no, don't go, don't go, don't go",oh no oh no dont go dont go dont go,0.0,0.0,10
Music Delta - Rockabilly,0.0,11.0,11.0,hand on my heart and youre on my mind my baby loves me but my love for you i cannot hide its true,hand on my heart and youre on my mind my baby loves me but my love for you i cannot hide its true, And on my heart and you on my mind my baby loves me but my love for you I cannot hide it's true,and on my heart and you on my mind my baby loves me but my love for you i cannot hide its true,0.08695652173913043,0.030927835051546393,23
Music Delta - Rockabilly,11.0,16.0,5.0,got a heart for two,got a heart for two, Got a heart for two.,got a heart for two,0.0,0.0,5
Music Delta - Rockabilly,16.0,26.0,10.0,its bad enough when one has got a hold on you but two for two these two have got me singing the blues,its bad enough when one has got a hold on you but two for two these two have got me singing the blues," It's bad enough when one has gotta hold on you But two for two, these two have got me singing the blues",its bad enough when one has gotta hold on you but two for two these two have got me singing the blues,0.08695652173913043,0.009900990099009901,23
