chunk_path,Song,Start,End,Lyric,has_lyrics,augmented_from
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Music Delta - Rockabilly_16_26.wav,Music Delta - Rockabilly,16,26,it's bad enough when one has got a hold on you but two for two these two have got me singing the blues,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Night Panther - Fire_10_20.wav,Night Panther - Fire,10,20,things are different when she's gone and i know why know why,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Night Panther - Fire_20_30.wav,Night Panther - Fire,20,30,now i told her just to lie and and i know why know why,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Night Panther - Fire_30_41.wav,Night Panther - Fire,30,41,and i know there's a fire under my nose but,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Night Panther - Fire_40_46.wav,Night Panther - Fire,40,46,but when you're near me,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Night Panther - Fire_46_53.wav,Night Panther - Fire,46,53,i let it burn me,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Night Panther - Fire_61_72.wav,Night Panther - Fire,61,72,there's no boundaries for my heart and i know why know why,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Night Panther - Fire_72_79.wav,Night Panther - Fire,72,79,it's so bitter but so sweet and i know why,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Night Panther - Fire_79_87.wav,Night Panther - Fire,79,87,know why and i know there's a,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Night Panther - Fire_87_94.wav,Night Panther - Fire,87,94,fire under my nose but when,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Night Panther - Fire_94_105.wav,Night Panther - Fire,94,105,you're near me i let it burn me,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Night Panther - Fire_148_159.wav,Night Panther - Fire,148,159,you say you need me for you to go on i saw you meet somebody else it's time for me to move on,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Night Panther - Fire_159_170.wav,Night Panther - Fire,159,170,you say you need me for you to go on i saw you meet somebody else it's time for me to move on you say,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Night Panther - Fire_169_179.wav,Night Panther - Fire,169,179,you say you need me for you to go on i saw you meet somebody else it's time for me to move,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Night Panther - Fire_179_190.wav,Night Panther - Fire,179,190,on you say you need me for you to go on i saw you meet somebody else it's time for me to move on,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Night Panther - Fire_190_200.wav,Night Panther - Fire,190,200,you say you need me for you to go on i saw you meet somebody else it's time for me to move,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Night Panther - Fire_200_205.wav,Night Panther - Fire,200,205,you say you need me for you to go on,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Night Panther - Fire_205_212.wav,Night Panther - Fire,205,212,i saw you meet somebody else it's time for me to move on,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/North To Alaska - All The Same_13_20.wav,North To Alaska - All The Same,13,20,when the fire burns out and my hands feel numb,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/North To Alaska - All The Same_20_26.wav,North To Alaska - All The Same,20,26,cause of sense of space and time we're all still young,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/North To Alaska - All The Same_26_34.wav,North To Alaska - All The Same,26,34,we level up the silence it's not as hard as it sounds,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/North To Alaska - All The Same_34_40.wav,North To Alaska - All The Same,34,40,a picture perfect family yeah doubt is never around,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/North To Alaska - All The Same_40_46.wav,North To Alaska - All The Same,40,46,a doubt is never around,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/North To Alaska - All The Same_57_66.wav,North To Alaska - All The Same,57,66,i stand my ground i'll take a bell if the years stand still won't put me in my place,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/North To Alaska - All The Same_66_73.wav,North To Alaska - All The Same,66,73,did you really think a change of pace would change this face or change this place,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/North To Alaska - All The Same_98_106.wav,North To Alaska - All The Same,98,106,when the water runs dry and i see your face,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/North To Alaska - All The Same_106_113.wav,North To Alaska - All The Same,106,113,your burns cover the smirk no one saw was so out of place,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/North To Alaska - All The Same_113_119.wav,North To Alaska - All The Same,113,119,i mask the smell of smoke eye i cover up my ears,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/North To Alaska - All The Same_119_127.wav,North To Alaska - All The Same,119,127,to only hear my breathing i wanna hear my breathing,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/North To Alaska - All The Same_143_147.wav,North To Alaska - All The Same,143,147,i stand my ground i'll take a bell if,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/North To Alaska - All The Same_147_158.wav,North To Alaska - All The Same,147,158,the years stand still won't put me in my place did you really think a change of pace would change this face or change this place,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/North To Alaska - All The Same_177_184.wav,North To Alaska - All The Same,177,184,you never change yeah you just stay the same,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/North To Alaska - All The Same_184_190.wav,North To Alaska - All The Same,184,190,you never change yeah you just stay,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/North To Alaska - All The Same_190_197.wav,North To Alaska - All The Same,190,197,you never change cause you never try,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/North To Alaska - All The Same_197_205.wav,North To Alaska - All The Same,197,205,but that's alright just stay away from me,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/North To Alaska - All The Same_207_214.wav,North To Alaska - All The Same,207,214,you're all the same to me,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/North To Alaska - All The Same_214_221.wav,North To Alaska - All The Same,214,221,you're all the same you're all the same,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/North To Alaska - All The Same_221_228.wav,North To Alaska - All The Same,221,228,you're all the same to me,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/North To Alaska - All The Same_228_236.wav,North To Alaska - All The Same,228,236,you're all the same you're all the same,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Patrick Talbot - A Reason To Leave_29_36.wav,Patrick Talbot - A Reason To Leave,29,36,the way you're moving babe the way you hold my hand,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Patrick Talbot - A Reason To Leave_35_39.wav,Patrick Talbot - A Reason To Leave,35,39,a sparkle in your smile,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Patrick Talbot - A Reason To Leave_39_45.wav,Patrick Talbot - A Reason To Leave,39,45,i really cannot stand it i love to love you i love you much,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Patrick Talbot - A Reason To Leave_45_51.wav,Patrick Talbot - A Reason To Leave,45,51,it's such a fever this aching in my heart,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Patrick Talbot - A Reason To Leave_51_60.wav,Patrick Talbot - A Reason To Leave,51,60,is more than i can bear give me a reason to leave babe,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Patrick Talbot - A Reason To Leave_60_65.wav,Patrick Talbot - A Reason To Leave,60,65,just give me a reason to leave,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Patrick Talbot - A Reason To Leave_65_72.wav,Patrick Talbot - A Reason To Leave,65,72,i don't remember i don't recall the first time first sight,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Patrick Talbot - A Reason To Leave_72_81.wav,Patrick Talbot - A Reason To Leave,72,81,it wasn't long before i stumbled and now i'm falling down i love to love you i love you much,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Patrick Talbot - A Reason To Leave_81_88.wav,Patrick Talbot - A Reason To Leave,81,88,it's such a fever this feeling in my heart,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Patrick Talbot - A Reason To Leave_88_94.wav,Patrick Talbot - A Reason To Leave,88,94,is more than i can bear give me a reason to leave,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Patrick Talbot - A Reason To Leave_147_154.wav,Patrick Talbot - A Reason To Leave,147,154,i gotta move on gotta get out of your loving arms,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Patrick Talbot - A Reason To Leave_154_160.wav,Patrick Talbot - A Reason To Leave,154,160,i need a break i need some air will you help me now,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/Patrick Talbot - A Reason To Leave_160_169.wav,Patrick Talbot - A Reason To Leave,160,169,i love to love you i love you much it's such a fever this aching in my heart,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/A Classic Education - NightOwl_0_8.wav,A Classic Education - NightOwl,0,8,i think you're right i do,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/A Classic Education - NightOwl_8_18.wav,A Classic Education - NightOwl,8,18,only feel us or you,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/A Classic Education - NightOwl_18_23.wav,A Classic Education - NightOwl,18,23,i know the reasons why,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/A Classic Education - NightOwl_23_28.wav,A Classic Education - NightOwl,23,28,you crave more,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/A Classic Education - NightOwl_28_34.wav,A Classic Education - NightOwl,28,34,harder than one,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/A Classic Education - NightOwl_34_43.wav,A Classic Education - NightOwl,34,43,you come up with none little did i think,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/A Classic Education - NightOwl_43_51.wav,A Classic Education - NightOwl,43,51,night owl red night promise,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/A Classic Education - NightOwl_51_58.wav,A Classic Education - NightOwl,51,58,slashes of love,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/A Classic Education - NightOwl_58_63.wav,A Classic Education - NightOwl,58,63,oh oh,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/A Classic Education - NightOwl_63_73.wav,A Classic Education - NightOwl,63,73,oh oh oh oh oh oh oh oh,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/A Classic Education - NightOwl_73_80.wav,A Classic Education - NightOwl,73,80,oh oh,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/A Classic Education - NightOwl_80_89.wav,A Classic Education - NightOwl,80,89,oh oh oh oh oh oh oh oh,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/A Classic Education - NightOwl_89_99.wav,A Classic Education - NightOwl,89,99,ah ah oh,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/A Classic Education - NightOwl_132_140.wav,A Classic Education - NightOwl,132,140,grant those stairs we see you and them,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/A Classic Education - NightOwl_140_150.wav,A Classic Education - NightOwl,140,150,it's all lost and found burry me in the ground have no thoughts,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/A Classic Education - NightOwl_150_158.wav,A Classic Education - NightOwl,150,158,don't you know it's all passages,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/A Classic Education - NightOwl_158_168.wav,A Classic Education - NightOwl,158,168,places that warning fits i'll come dig and beg yeah but all come around,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/ANiMAL - Clinic A_9_20.wav,ANiMAL - Clinic A,9,20,ah welcome to the gates of dante's inferno a hate lasing wait for old time eternal demons with skim endings not forgiven across their pessimism with a verse of exorcism see the souls of the righteous,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/ANiMAL - Clinic A_20_26.wav,ANiMAL - Clinic A,20,26,march with preciseness a part is enlightened cause fear's for the frightened if my team you be liking if you we be fighting known,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/ANiMAL - Clinic A_26_35.wav,ANiMAL - Clinic A,26,35,to be striking like the force of the vikings as i step from the darkness one split blasting one hand carrying hates head in a basket my eyes half darkened by darth vader glasses,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/ANiMAL - Clinic A_35_42.wav,ANiMAL - Clinic A,35,42,who ever ask it tell them it's de maquis i maintain my godless take aim the fathers and all this is done in the name of the fore fathers,TRUE,pitch-2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch-2/ANiMAL - Clinic A_42_49.wav,ANiMAL - Clinic A,42,49,i made a promise to push the papers margins i march like the spartans with today's artists we take aim,TRUE,pitch-2
